Admission Date;Cancellation Date;ISIN;Coupon;Name;Maturity Date;Sector;Composite Rating;Issue Amount in CHF;Guarantee Type & Collateral;Comment;Capital increase/decrease;Updated on
01.07.2024;30.06.2027;CH1346742898;1.65;Viseca Payment Services AG;06.06.2028;DN;A;165141900;71100;Admission;;26.06.2024 11:05
01.07.2024;31.03.2033;CH1348614145;1.75;Baloise Holding AG;07.06.2034;DN;A;150000000;71100;Admission;;26.06.2024 11:05
01.07.2024;30.06.2034;CH1348614178;1.25;Stadt Zürich;04.06.2035;DN;AAA;130000000;59100;Admission;;26.06.2024 11:05
01.07.2024;30.06.2048;CH1348614194;1.3;Stadt Zürich;04.06.2049;DN;AAA;170000000;59100;Admission;;26.06.2024 11:05
01.07.2024;31.05.2028;CH1348614202;1.5075;UBS Switzerland AG;28.05.2029;DN;AAA;150000000;62100;Admission;;26.06.2024 11:05
01.07.2024;29.06.2029;CH1346742930;1.9;Partners Group Holding AG;07.06.2030;DN;A;200000000;71100;Admission;;26.06.2024 11:05
01.07.2024;30.06.2033;CH1346742948;2.15;Partners Group Holding AG;07.06.2034;DN;A;300000000;71100;Admission;;26.06.2024 11:05
01.07.2024;29.06.2029;CH1349191804;1.6;Banque Cantonale de Genève;10.06.2030;DN;AA;100000000;71100;Admission;;26.06.2024 11:05
01.07.2024;28.06.2047;CH1325037054;1.3;Kanton Neuenburg;12.06.2048;DN;AA;125000000;59100;Admission;;26.06.2024 11:05
01.07.2024;30.06.2033;CH1346742963;2.1;Luzerner Kantonsspital AG;21.06.2034;DN;AA;150000000;71100;Admission;;26.06.2024 11:05
01.07.2024;31.08.2033;CH1346742989;1.45;Pfandbriefzentrale der schweizerischen Kantonalbanken;02.08.2034;DN;AAA;324000000;62100;Admission;;26.06.2024 11:05
01.07.2024;29.10.2038;CH1346742997;1.45;Pfandbriefzentrale der schweizerischen Kantonalbanken;10.10.2039;DN;AAA;175000000;62100;Admission;;26.06.2024 11:05
01.07.2024;30.06.2043;CH1346743003;1.375;Emissionszentrale für gemeinnützige Wohnbauträger;21.06.2044;DN;AAA;126000000;57100;Admission;;26.06.2024 11:05
