Admission Date;Cancellation Date;ISIN;Coupon;Name;Maturity Date;Sector;Composite Rating;Issue Amount in CHF;Guarantee Type & Collateral;Comment;Capital increase/decrease;Updated on
01.03.2019;27.02.2026;CH0398633807;0.7;PSP Swiss Property AG;08.02.2027;DN;A;100000000;71100;Admission;;27.02.2019 11:25
01.03.2019;27.02.2026;CH0419040735;0.3;Walliser Kantonalbank;01.02.2027;DN;AA;250000000;59100;Admission;;27.02.2019 11:25
01.03.2019;31.08.2026;CH0419040784;0.25;Basellandschaftliche Kantonalbank;04.08.2027;DN;AA;150000000;59100;Admission;;27.02.2019 11:25
01.03.2019;29.02.2024;CH0419040768;2;Kernkraftwerk Leibstadt AG;14.02.2025;DN;BBB;135000000;71100;Admission;;27.02.2019 11:25
01.03.2019;31.07.2023;CH0457206800;0.3;ABB Ltd;06.08.2024;DN;A;280000000;71100;Admission;;27.02.2019 11:25
01.03.2019;29.02.2028;CH0457206818;1;ABB Ltd;07.05.2029;DN;A;170000000;71100;Admission;;27.02.2019 11:25
01.03.2019;28.02.2025;CH0459810534;0.125;Aargauische Kantonalbank;11.02.2026;DN;AA;110000000;59100;Admission;;27.02.2019 11:25
01.03.2019;28.02.2020;CH0419040818;0.773;Investis Holding SA;15.02.2021;DN;BBB;140000000;71100;Admission;;27.02.2019 11:25
01.03.2019;31.01.2030;CH0419040842;0.55;Pfandbriefzentrale der schweizerischen Kantonalbanken;29.01.2031;DN;AAA;100000000;62100;Admission;;27.02.2019 11:25
01.03.2019;28.02.2022;CH0419040883;0;Kanton Basel-Stadt;22.02.2023;DN;AAA;100380000;59100;Admission;;27.02.2019 11:25
01.03.2019;28.02.2033;CH0419040891;0.5;Kanton Basel-Stadt;22.02.2034;DN;AAA;100000000;59100;Admission;;27.02.2019 11:25
01.03.2019;31.01.2023;CH0459297435;0.875;UBS Group Funding (Switzerland) Inc;30.01.2025;DN;A;400000000;71100;Admission;;27.02.2019 11:25
01.03.2019;31.12.2021;CH0447353696;1;Panalpina Welttransport (Holding) AG;12.12.2022;DN;BBB;150000000;71100;Admission;;27.02.2019 11:25
01.03.2019;29.02.2028;CH0460054403;0.45;Banca dello Stato del  Cantone Ticino;26.02.2029;DN;AA;150000000;59100;Admission;;27.02.2019 11:25
01.03.2019;30.06.2042;CH0460054429;0.875;Pfandbriefbank schweizerischer Hypothekarinstitute;19.06.2043;DN;AAA;306000000;62100;Admission;;27.02.2019 11:25
01.03.2019;28.02.2023;CH0419040750;0.4;Banque Fédérative du Crédit Mutuel;12.02.2024;FC;A;100000000;71100;Admission;;27.02.2019 11:25
01.03.2019;29.02.2028;CH0457206826;0.375;Province of Alberta;07.02.2029;FG;A;325000000;59100;Admission;;27.02.2019 11:25
01.03.2019;30.11.2022;CH0459297419;0.5;BPCE Banques Populaires et Caisses d'Epargne;08.11.2023;FC;A;130000000;71100;Admission;;27.02.2019 11:25
01.03.2019;28.02.2023;CH0419040875;0.125;Korea Western Power Co Ltd;27.02.2024;FC;AA;200000000;71100;Admission;;27.02.2019 11:25
01.03.2019;28.02.2023;CH0457206842;0.001;Münchener Hypothekenbank;19.02.2024;FC;AAA;160000000;62100;Admission;;27.02.2019 11:25
01.03.2019;28.02.2023;CH0419040917;0.7325;Hyundai Capital Services;26.02.2024;FC;BBB;200000000;71100;Admission;;27.02.2019 11:25
01.03.2019;29.02.2028;CH0460872341;0.25;Münchener Hypothekenbank;26.02.2029;FC;AAA;110000000;62100;Admission;;27.02.2019 11:25
01.03.2019;31.10.2040;CH0138276859;2.125;Luzerner Kantonalbank AG;04.10.2041;DN;AA;272000000;59100;Capital increase;110000000;27.02.2019 11:25
01.03.2019;26.02.2027;CH0310646523;0.5;Freiburger Kantonalbank;23.02.2028;DN;AA;260000000;59100;Capital increase;90000000;27.02.2019 11:25
01.03.2019;29.12.2034;CH0307256450;0.6;Pfandbriefzentrale der schweizerischen Kantonalbanken;11.12.2035;DN;AAA;513000000;62100;Capital increase;120000000;27.02.2019 11:25
01.03.2019;31.07.2045;CH0326213920;0.6;Kanton Genf;04.07.2046;DN;AA;350000000;59100;Capital increase;115000000;27.02.2019 11:25
01.03.2019;30.01.2026;CH0336587719;0;Pfandbriefzentrale der schweizerischen Kantonalbanken;27.01.2027;DN;AAA;480000000;62100;Capital increase;210000000;27.02.2019 11:25
01.03.2019;29.05.2054;CH0344958472;0.5;Schweizerische Eidgenossenschaft;24.05.2055;DG;AAA;1183170000;51100;Capital increase;78375000;27.02.2019 11:25
01.03.2019;30.06.2031;CH0344958688;0.5;Schweizerische Eidgenossenschaft;27.06.2032;DG;AAA;838500000;51100;Capital increase;136650000;27.02.2019 11:25
01.03.2019;31.03.2020;CH0125055696;3.125;ING Bank N.V.;04.03.2021;FC;AA;115000000;71100;Rating change;;27.02.2019 11:25
;28.02.2019;CH0017640209;3.125;St. Gallen, Kanton St. Gallen;03.02.2020;DN;AA;200000000;59100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0109674470;2.625;Axpo Holding AG;26.02.2020;DN;BBB;429775000;71100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0111007206;2.25;Pfandbriefbank schweizerischer  Hypothekarinstitute;25.02.2020;DN;AAA;740000000;62100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0124656247;2.125;Pfandbriefzentrale der schweizerischen Kantonalbanken;21.02.2020;DN;AAA;230000000;62100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0229881138;1.375;PSP Swiss Property AG;04.02.2020;DN;A;200000000;71100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0256434595;0.25;Pfandbriefzentrale der schweizerischen Kantonalbanken;21.02.2020;DN;AAA;665000000;62100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0398677762;0.05;AMAG Leasing AG;12.02.2020;DN;BBB;100000000;71100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0123575091;2.125;Norske tog AS;14.02.2020;FC;A;250000000;71100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0205409011;1.625;Goldman Sachs Group Inc.;06.02.2020;FC;BBB;225000000;71100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0204477688;0.875;Commonwealth Bank of Australia;11.02.2020;FC;AA;200000000;71100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0204477241;2.25;Boral Ltd;20.02.2020;FC;BBB;150000000;71100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0204678020;1.125;Korea Gas Corporation;12.02.2020;FC;AA;300000000;71100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0233226262;1.125;ASB Finance Ltd;05.02.2020;FC;A;150000000;71100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0234487426;3;Bharti Airtel International Netherlands B.V.;31.03.2020;FC;BBB;350000000;71100;Deletion, Insufficient Rating Criteria BB;;27.02.2019 11:25
;28.02.2019;CH0115013226;1.875;Nederlandse Waterschapsbank N.V.;03.02.2020;FG;AAA;250000000;57100;Deletion;;27.02.2019 11:25
;28.02.2019;CH0200252820;1.5;Central American Bank for Economic Integration CABEI;04.02.2020;FS;A;150000000;55100;Deletion;;27.02.2019 11:25
