Admission Date;Cancellation Date;ISIN;Coupon;Name;Maturity Date;Sector;Composite Rating;Issue Amount in CHF;Guarantee Type & Collateral;Comment;Capital increase/decrease;Updated on
02.08.2021;30.06.2027;CH1112011585;0.75;HIAG Immobilien Holding AG;30.06.2028;DN;BBB;160000000;71100;Admission;;30.07.2021 11:49
02.08.2021;29.12.2023;CH1118483697;0.0519;FCA Capital Suisse SA;20.12.2024;DN;BBB;200000000;71100;Admission;;30.07.2021 11:49
02.08.2021;31.07.2029;CH1118223366;0.6;Allreal Holding AG;15.07.2030;DN;BBB;170000000;71100;Admission;;30.07.2021 11:49
02.08.2021;31.07.2025;CH1118223382;1;Glarner Kantonalbank;28.07.2031;DN;BBB;150000000;71200;Admission;;30.07.2021 11:49
02.08.2021;31.07.2029;CH1118223408;0.15;Stiftung Kantonsspital Graubünden;08.07.2030;DN;AA;130000000;71100;Admission;;30.07.2021 11:49
02.08.2021;30.06.2031;CH1118223424;0.1;Pfandbriefzentrale der schweizerischen Kantonalbanken;25.06.2032;DN;AAA;488000000;62100;Admission;;30.07.2021 11:49
02.08.2021;31.07.2030;CH1118483754;0.45;LGT Bank AG;29.07.2031;DN;A;200000000;71100;Admission;;30.07.2021 11:49
02.08.2021;31.07.2025;CH1112011593;0.477;CAIXABANK S.A.;01.07.2027;FC;BBB;200000000;71100;Admission;;30.07.2021 11:49
02.08.2021;30.06.2027;CH1120085670;0.15;UBS AG, London Branch;29.06.2028;FC;AA;250000000;71100;Admission;;30.07.2021 11:49
02.08.2021;31.12.2025;CH1120085696;0.385;Banco de Crédito e Inversiones;15.12.2026;FC;A;100000000;71100;Admission;;30.07.2021 11:49
02.08.2021;31.07.2025;CH0522158911;0.385;Scotiabank Chile;22.07.2026;FC;A;175000000;71100;Admission;;30.07.2021 11:49
02.08.2021;30.07.2027;CH1118483747;0.395;Macquarie Group Limited;20.07.2028;FC;A;320000000;71100;Admission;;30.07.2021 11:49
02.08.2021;29.01.2027;CH1121837244;0.55;Digital Intrepid Holding B.V.;16.04.2029;FC;BBB;270000000;71100;Admission;;30.07.2021 11:49
02.08.2021;30.09.2024;CH1121837236;0.2;Digital Intrepid Holding B.V.;15.12.2026;FC;BBB;275000000;71100;Admission;;30.07.2021 11:49
02.08.2021;31.07.2024;CH1125186663;0.1475;BNP Paribas;13.07.2027;FC;A;230000000;71100;Admission;;30.07.2021 11:49
02.08.2021;31.07.2030;CH1121837251;0.3025;The Bank of Nova Scotia;30.07.2031;FC;A;260000000;71100;Admission;;30.07.2021 11:49
02.08.2021;30.06.2026;CH1120085688;1.54;Open Joint Stock Company Gazprom;30.06.2027;FC;BBB;500000000;71100;Admission;;30.07.2021 11:49
02.08.2021;31.07.2030;CH1121837228;0.17;The Korea Development Bank;22.07.2031;FG;AA;200000000;57100;Admission;;30.07.2021 11:49
02.08.2021;28.06.2030;CH0127181029;2.25;Schweizerische Eidgenossenschaft;22.06.2031;DG;AAA;2708165000;51100;Capital increase;262950000;30.07.2021 11:49
02.08.2021;29.11.2024;CH0140819845;1.625;Stadt St. Gallen;10.11.2025;DN;A;120000000;59100;Rating change;;30.07.2021 11:49
02.08.2021;30.05.2025;CH0224396983;1.25;Schweizerische Eidgenossenschaft;28.05.2026;DG;AAA;3803480000;51100;Capital increase;819650000;30.07.2021 11:49
02.08.2021;29.05.2054;CH0344958472;0.5;Schweizerische Eidgenossenschaft;24.05.2055;DG;AAA;1453520000;51100;Capital increase;152000000;30.07.2021 11:49
