Admission Date;Cancellation Date;ISIN;Coupon;Name;Maturity Date;Sector;Composite Rating;Issue Amount in CHF;Guarantee Type & Collateral;Comment;Capital increase/decrease;Updated on
03.05.2021;30.04.2030;CH1100259774;0.125;Crédit Agricole next bank (Suisse) SA;09.04.2031;DN;AAA;200000000;62100;Admission;;28.04.2021 15:59
03.05.2021;28.04.2034;CH1101096514;0.25;Glarner Kantonalbank;13.04.2035;DN;AA;150000000;59100;Admission;;28.04.2021 15:59
03.05.2021;30.06.2034;CH1101096548;0.2;Pfandbriefzentrale der schweizerischen Kantonalbanken;12.06.2035;DN;AAA;372000000;62100;Admission;;28.04.2021 15:59
03.05.2021;30.05.2031;CH1101096530;0.1;Pfandbriefzentrale der schweizerischen Kantonalbanken;25.05.2032;DN;AAA;207000000;62100;Admission;;28.04.2021 15:59
03.05.2021;31.03.2027;CH1101096522;0;Pfandbriefzentrale der schweizerischen Kantonalbanken;13.03.2028;DN;AAA;347000000;62100;Admission;;28.04.2021 15:59
03.05.2021;30.04.2027;CH1101096555;0.125;Bank Julius Bär & Co. AG;27.04.2028;DN;A;260000000;71100;Admission;;28.04.2021 15:59
03.05.2021;28.04.2034;CH0522158846;0.25;St.Galler Kantonalbank AG;30.04.2035;DN;AA;300000000;59100;Admission;;28.04.2021 15:59
03.05.2021;28.04.2023;CH1105672674;0.5;Swiss Car ABS 2021-1 AG;18.04.2024;DN;AAA;200000000;64100;Admission;;28.04.2021 15:59
03.05.2021;28.04.2023;CH1100259824;0.195;CBQ Finance Limited;22.04.2024;FC;A;150000000;71100;Admission;;28.04.2021 15:59
03.05.2021;31.07.2029;CH1105672682;0.125;New York Life Funding;23.07.2030;FC;AA;475000000;65100;Admission;;28.04.2021 15:59
03.05.2021;30.06.2028;CH0224397346;0;Schweizerische Eidgenossenschaft;22.06.2029;DG;AAA;4103948000;51100;Capital increase;390650000;28.04.2021 15:59
03.05.2021;30.06.2044;CH0344958498;0.5;Schweizerische Eidgenossenschaft;28.06.2045;DG;AAA;1943175000;51100;Capital increase;306600000;28.04.2021 15:59
03.05.2021;30.06.2033;CH0440081393;0;Schweizerische Eidgenossenschaft;26.06.2034;DG;AAA;1480075000;51100;Capital increase;362800000;28.04.2021 15:59
03.05.2021;30.09.2030;CH0488506681;0.375;Swiss Prime Site Finance AG;30.09.2031;DN;BBB;220000000;71100;Capital increase;50000000;28.04.2021 15:59
03.05.2021;31.08.2023;CH0247902890;1;Total Capital International SA;29.08.2024;FC;A;800000000;71100;Rating change;;28.04.2021 15:59
03.05.2021;30.06.2026;CH0282018982;0.5;Total Capital International SA;01.06.2027;FC;A;200000000;71100;Rating change;;28.04.2021 15:59
03.05.2021;30.06.2021;CH0283726088;0.575;DVB Bank Societas Europaea;17.06.2022;FC;A;100000000;71100;Rating change;;28.04.2021 15:59
03.05.2021;31.07.2025;CH0425766539;0.288;Total Capital International SA;13.07.2026;FC;A;200000000;71100;Rating change;;28.04.2021 15:59
03.05.2021;29.12.2028;CH0481013800;0.166;Total Capital International SA;21.12.2029;FC;A;200000000;71100;Rating change;;28.04.2021 15:59
;30.04.2021;CH0030356718;3;BKW AG;27.04.2022;DN;A;200000000;71100;Deletion;;28.04.2021 15:59
;30.04.2021;CH0111191133;2.5;Kanton Genf;06.04.2022;DN;AA;200000000;59100;Deletion;;28.04.2021 15:59
;30.04.2021;CH0218517875;1.375;Pfandbriefzentrale der schweizerischen Kantonalbanken;22.04.2022;DN;AAA;967000000;62100;Deletion;;28.04.2021 15:59
;30.04.2021;CH0240330016;1;Stadt Zürich;25.04.2022;DN;AA;150000000;59100;Deletion;;28.04.2021 15:59
;30.04.2021;CH0241530960;1;Stadt Lausanne;29.04.2022;DN;A;100000000;59100;Deletion;;28.04.2021 15:59
;30.04.2021;CH0379610964;0.625;Orior AG;26.09.2023;DN;BBB;110000000;71100;Deletion, Deletion due to rating downgrade;;28.04.2021 15:59
;30.04.2021;CH0394905696;0;Basler Kantonalbank;11.04.2022;DN;AA;150000000;59100;Deletion;;28.04.2021 15:59
;30.04.2021;CH0485261561;0.55;Sonova Holding AG;06.04.2022;DN;A;330000000;71100;Deletion;;28.04.2021 15:59
;30.04.2021;CH0536893628;1.05;LafargeHolcim Helvetia Finance Ltd;11.04.2022;DN;BBB;250000000;71100;Deletion;;28.04.2021 15:59
;30.04.2021;CH0362257997;0.5;RCI Banque SA;20.04.2022;FC;BBB;200000000;71100;Deletion;;28.04.2021 15:59
;30.04.2021;CH0181915585;2.75;Republic of Slovakia;25.04.2022;FG;A;175000000;53100;Deletion;;28.04.2021 15:59
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
