Admission Date;Cancellation Date;ISIN;Coupon;Name;Maturity Date;Sector;Composite Rating;Issue Amount in CHF;Guarantee Type & Collateral;Comment;Capital increase/decrease;Updated on
01.07.2019;30.06.2028;CH0419041238;0.125;Zürcher Kantonalbank;06.06.2029;DN;AAA;200000000;59100;Admission;;26.06.2019 10:02
01.07.2019;26.02.2027;CH0419041220;0.55;PSP Swiss Property AG;04.02.2028;DN;A;130000000;71100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2025;CH0474977730;0.8;Grande Dixence S.A.;17.06.2026;DN;BBB;100000000;71100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2026;CH0419041287;0.4;Partners Group Holding AG;21.06.2027;DN;A;500000000;71100;Admission;;26.06.2019 10:02
01.07.2019;29.06.2029;CH0481301031;0.125;Zuger Kantonalbank AG;27.06.2030;DN;AAA;200000000;59100;Admission;;26.06.2019 10:02
01.07.2019;31.12.2029;CH0482172373;0.125;Pfandbriefbank schweizerischer Hypothekarinstitute;10.12.2030;DN;AAA;120000000;62100;Admission;;26.06.2019 10:02
01.07.2019;29.06.2040;CH0482172399;0.5;Pfandbriefbank schweizerischer Hypothekarinstitute;17.06.2041;DN;AAA;186000000;62100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2028;CH0482172407;0.31;Aeroport International de Geneve;27.06.2029;DN;BBB;100000000;71100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2033;CH0440081393;0;Schweizerische Eidgenossenschaft;26.06.2034;DG;AAA;506750000;51100;Admission;;26.06.2019 10:02
01.07.2019;31.12.2024;CH0474977714;0.205;First Abu Dhabi Bank P.J.S.C;04.12.2025;FC;AA;150000000;71100;Admission;;26.06.2019 10:02
01.07.2019;28.06.2024;CH0474977938;0;Korea Railroad Corp;13.06.2025;FC;AA;150000000;71100;Admission;;26.06.2019 10:02
01.07.2019;28.06.2024;CH0479222066;0.24;Banco Del Estado De Chile;06.06.2025;FC;A;150000000;71100;Admission;;26.06.2019 10:02
01.07.2019;31.12.2024;CH0474977755;0.125;SpareBank 1 Nord-Norge;11.12.2025;FC;A;140000000;71100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2022;CH0419041246;0.125;Deutsche Pfandbriefbank AG;05.06.2023;FC;A;125000000;71100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2025;CH0479514264;0.2;Banque Fédérative du Crédit Mutuel;12.06.2026;FC;A;125000000;71100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2033;CH0479514280;0.5;Deutsche Bahn Finance GmbH, Berlin;19.06.2034;FC;AA;150000000;71100;Admission;;26.06.2019 10:02
01.07.2019;28.06.2024;CH0474977722;0.2525;Bank of America;12.06.2026;FC;A;375000000;71100;Admission;;26.06.2019 10:02
01.07.2019;28.06.2030;CH0481013768;0.2;Münchener Hypothekenbank;18.06.2031;FC;AAA;100000000;62100;Admission;;26.06.2019 10:02
01.07.2019;30.11.2026;CH0479514298;0.25;Rabobank Nederland;25.11.2027;FC;A;185000000;71100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2026;CH0482172340;0.125;Metropolitan Life Global Funding I;11.06.2027;FC;AA;225000000;65100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2026;CH0482172357;0.125;National Australia Bank Limited;21.06.2027;FC;AA;200000000;71100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2023;CH0482172415;0.57;Grand City Properties S.A.;24.06.2024;FC;BBB;130000000;71100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2028;CH0483180961;0.625;Orange SA;22.06.2029;FC;BBB;100000000;71100;Admission;;26.06.2019 10:02
01.07.2019;29.11.2024;CH0483180953;0.2;Orange SA;24.11.2025;FC;BBB;400000000;71100;Admission;;26.06.2019 10:02
01.07.2019;29.12.2028;CH0481013800;0.166;Total Capital International SA;21.12.2029;FC;A;200000000;71100;Admission;;26.06.2019 10:02
01.07.2019;30.06.2020;CH0130720516;2.625;St.Galler Kantonalbank AG;30.06.2021;DN;A;200000000;71200;Rating change;;26.06.2019 10:02
01.07.2019;30.11.2028;CH0259810585;1.25;Pfandbriefzentrale der schweizerischen Kantonalbanken;16.11.2029;DN;AAA;779000000;62100;Capital increase;275000000;26.06.2019 10:02
