Admission Date;Cancellation Date;ISIN;Coupon;Name;Maturity Date;Sector;Composite Rating;Issue Amount in CHF;Guarantee Type & Collateral;Comment;Capital increase/decrease;Updated on
03.01.2023;29.12.2023;CH1230759479;2.55;Repower AG;09.12.2024;DN;BBB;150000000;71100;Admission;;28.12.2022 17:24
03.01.2023;28.11.2025;CH1223665063;3.35;Sulzer AG;16.11.2026;DN;BBB;170000000;71100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2030;CH1233294920;1.8;Schwyzer Kantonalbank;15.12.2031;DN;AA;100000000;59100;Admission;;28.12.2022 17:24
03.01.2023;30.12.2033;CH1232107040;1.8;Pfandbriefzentrale der schweizerischen Kantonalbanken;12.12.2034;DN;AAA;428000000;62100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2029;CH1232107032;1.7;Pfandbriefzentrale der schweizerischen Kantonalbanken;02.12.2030;DN;AAA;264000000;62100;Admission;;28.12.2022 17:24
03.01.2023;30.04.2026;CH1232107024;1.5;Pfandbriefzentrale der schweizerischen Kantonalbanken;19.04.2027;DN;AAA;143000000;62100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2030;CH1232106992;2.43;First Swiss Mobility 2022-1 AG;16.12.2031;DN;AAA;218800000;64100;Admission;;28.12.2022 17:24
03.01.2023;29.12.2028;CH1206367679;1.45;Kanton Zürich;14.12.2029;DN;AAA;300000000;59100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2026;CH1232107057;2;Vaudoise Assurances Holding SA;08.12.2027;DN;A;120000000;71100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2037;CH1232107073;1.55;Rhätische Bahn AG (RhB);14.12.2038;DN;AAA;100000000;57100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2024;CH1230759487;3.1;AKEB AG für Kernenergie-Beteiligungen Luzern;19.12.2025;DN;BBB;185000000;71100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2029;CH1230442613;1.875;Banque Cantonale de Genève;09.12.2030;DN;AA;100000000;71100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2029;CH1230759503;1.95;Sonova Holding AG;12.12.2030;DN;A;200000000;71100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2027;CH1193213126;1.2;Kanton Basel-Stadt;22.12.2028;DN;AAA;130000000;59100;Admission;;28.12.2022 17:24
03.01.2023;29.12.2028;CH1227937708;2.5025;E.ON SE;05.12.2029;FC;BBB;145000000;71100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2024;CH1227937690;1.86;E.ON SE;05.12.2025;FC;BBB;155000000;71100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2024;CH1228837881;1.515;DBS Bank Ltd.;12.12.2025;FC;AAA;250000000;62100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2026;CH1231312690;2.19;Credit Agricole SA;07.12.2027;FC;AA;130000000;71100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2026;CH1231312682;2.1375;Central American Bank for Economic Integration CABEI;13.12.2027;FS;AA;110000000;55100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2026;CH1231312708;2.7825;Natwest Markets PLC;06.12.2027;FC;A;220000000;71100;Admission;;28.12.2022 17:24
03.01.2023;29.12.2023;CH1231312716;2.15;Korea National Oil Corp;19.12.2024;FC;AA;100000000;71100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2026;CH1230759537;1.275;Kommunalbanken AS;22.12.2027;FG;AAA;225000000;57100;Admission;;28.12.2022 17:24
03.01.2023;31.12.2027;CH0119858659;2;Kanton Aargau;15.12.2028;DN;AAA;200000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;28.06.2030;CH0127181029;2.25;Schweizerische Eidgenossenschaft;22.06.2031;DG;AAA;3378465000;51100;Capital increase;457600000;28.12.2022 17:24
03.01.2023;30.05.2036;CH0184636915;1.6;Aargauische Kantonalbank;18.05.2037;DN;AAA;200000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;31.12.2031;CH0255678341;1.375;Pfandbriefbank schweizerischer  Hypothekarinstitute;10.12.2032;DN;AAA;375000000;62100;Capital increase;225000000;28.12.2022 17:24
03.01.2023;31.01.2029;CH0262085076;0.875;Aargauische Kantonalbank;23.01.2030;DN;AAA;250000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;30.04.2027;CH0275527882;0.625;Aargauische Kantonalbank;13.04.2028;DN;AAA;160000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;29.12.2028;CH0305954569;0.25;Kanton Aargau;11.12.2029;DN;AAA;200000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;31.07.2024;CH0328599235;0.06;Aargauische Kantonalbank;01.07.2025;DN;AAA;250000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;31.10.2023;CH0336587644;0.02;Aargauische Kantonalbank;17.10.2024;DN;AAA;200000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;28.02.2023;CH0353688929;0.11;Aargauische Kantonalbank;21.02.2024;DN;AAA;200000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;28.02.2030;CH0353428052;0.375;Kanton Aargau;17.02.2031;DN;AAA;125000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;29.05.2054;CH0344958472;0.5;Schweizerische Eidgenossenschaft;24.05.2055;DG;AAA;1912370000;51100;Capital increase;219830000;28.12.2022 17:24
03.01.2023;30.09.2025;CH0379354225;0.25;Aargauische Kantonalbank;07.09.2026;DN;AAA;250000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;30.04.2024;CH0405986057;0.25;Aargauische Kantonalbank;03.04.2025;DN;AAA;200000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;30.11.2023;CH0443027047;0.15;Aargauische Kantonalbank;15.11.2024;DN;AAA;185000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;30.11.2026;CH0444153792;0.5;Aargauische Kantonalbank;15.11.2027;DN;AAA;215000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;28.02.2025;CH0459810534;0.125;Aargauische Kantonalbank;11.02.2026;DN;AAA;110000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;30.07.2038;CH0440081401;0;Schweizerische Eidgenossenschaft;24.07.2039;DG;AAA;2532250000;51100;Capital increase;260090000;28.12.2022 17:24
03.01.2023;29.09.2028;CH0419041436;0;Aargauische Kantonalbank;17.09.2029;DN;AAA;100000000;59100;Rating change;;28.12.2022 17:24
03.01.2023;28.02.2029;CH0506071106;0.01;Aargauische Kantonalbank;18.02.2030;DN;AAA;250000000;59100;Rating change;;28.12.2022 17:24
