Admission Date;Cancellation Date;ISIN;Coupon;Name;Maturity Date;Sector;Composite Rating;Issue Amount in CHF;Guarantee Type & Collateral;Comment;Capital increase/decrease;Updated on
02.08.2019;31.07.2028;CH0483180938;0.05;Banca dello Stato del  Cantone Ticino;10.07.2029;DN;AA;100000000;59100;Admission;;29.07.2019 10:56
02.08.2019;30.07.2038;CH0484360380;0.25;Kanton Zürich;12.07.2039;DN;AAA;300000000;59100;Admission;;29.07.2019 10:56
02.08.2019;30.07.2027;CH0484360372;0.375;LGT Bank AG;05.07.2028;DN;A;150000000;71100;Admission;;29.07.2019 10:56
02.08.2019;30.07.2021;CH0419041295;0.125;AMAG Leasing AG;12.07.2022;DN;BBB;150000000;71100;Admission;;29.07.2019 10:56
02.08.2019;30.07.2038;CH0419041303;0.3;Kanton Neuenburg;19.07.2039;DN;A;125000000;59100;Admission;;29.07.2019 10:56
02.08.2019;31.07.2028;CH0483181001;0;Credit Suisse (Switzerland) Ltd.;16.07.2029;DN;AAA;250000000;62100;Admission;;29.07.2019 10:56
02.08.2019;31.07.2026;CH0487087295;0.25;BKW AG;29.07.2027;DN;A;200000000;71100;Admission;;29.07.2019 10:56
02.08.2019;31.07.2028;CH0419041337;0;Valiant Bank;31.07.2029;DN;AAA;400000000;62100;Admission;;29.07.2019 10:56
02.08.2019;30.06.2021;CH0479514223;0.04;SWISS CREDIT CARD ISSUANCE 2019-1 AG;15.06.2022;DN;AAA;190800000;64100;Admission;;29.07.2019 10:56
02.08.2019;31.07.2040;CH0419041386;0.5;Luzerner Kantonalbank AG;26.07.2041;DN;AA;160000000;59100;Admission;;29.07.2019 10:56
02.08.2019;30.07.2038;CH0440081401;0;Schweizerische Eidgenossenschaft;24.07.2039;DG;AAA;406050000;51100;Admission;;29.07.2019 10:56
02.08.2019;31.07.2024;CH0483180920;1;Banque Internationale à Luxembourg S.A.;10.07.2025;FC;BBB;150000000;71100;Admission;;29.07.2019 10:56
02.08.2019;31.07.2023;CH0419041311;0.5;RCI Banque SA;18.07.2024;FC;BBB;200000000;71100;Admission;;29.07.2019 10:56
02.08.2019;31.07.2023;CH0485445958;0;Korea Hydro & Nuclear Power Co Ltd;19.07.2024;FC;AA;200000000;71100;Admission;;29.07.2019 10:56
02.08.2019;31.07.2026;CH0485445966;0.05;Korea Hydro & Nuclear Power Co Ltd;19.07.2027;FC;AA;100000000;71100;Admission;;29.07.2019 10:56
02.08.2019;30.06.2028;CH0479514272;0.1;Deutsche Bahn Finance GmbH, Berlin;19.06.2029;FC;AA;350000000;71100;Admission;;29.07.2019 10:56
02.08.2019;31.07.2030;CH0485445990;0.1675;Nationwide Building Society;11.07.2031;FC;AAA;150000000;62100;Admission;;29.07.2019 10:56
02.08.2019;31.07.2024;CH0485445982;0;Nationwide Building Society;11.07.2025;FC;AAA;250000000;62100;Admission;;29.07.2019 10:56
02.08.2019;31.07.2043;CH0419041329;0.485;Nationwide Building Society;11.07.2044;FC;AAA;100000000;62100;Admission;;29.07.2019 10:56
02.08.2019;30.11.2023;CH0141833407;1.75;Basellandschaftliche Kantonalbank;22.11.2024;DN;AA;275000000;59100;Capital increase;50000000;29.07.2019 10:56
02.08.2019;28.02.2023;CH0307256435;0.5;PSP Swiss Property AG;16.02.2024;DN;A;300000000;71100;Capital increase;75000000;29.07.2019 10:56
02.08.2019;30.05.2025;CH0361532911;0.25;Pfandbriefzentrale der schweizerischen Kantonalbanken;12.05.2026;DN;AAA;477000000;62100;Capital increase;316000000;29.07.2019 10:56
02.08.2019;31.03.2028;CH0398633575;0.625;Pfandbriefzentrale der schweizerischen Kantonalbanken;08.03.2029;DN;AAA;310000000;62100;Capital increase;146000000;29.07.2019 10:56
02.08.2019;31.03.2038;CH0419040958;0.7;Pfandbriefzentrale der schweizerischen Kantonalbanken;04.03.2039;DN;AAA;449000000;62100;Capital increase;135000000;29.07.2019 10:56
02.08.2019;26.02.2027;CH0419041220;0.55;PSP Swiss Property AG;04.02.2028;DN;A;150000000;71100;Capital increase;20000000;29.07.2019 10:56
02.08.2019;28.02.2022;CH0399198396;0.625;Deutsche Bank AG;08.02.2023;FC;BBB;165000000;71100;Capital decrease;-10000000;29.07.2019 10:56
02.08.2019;29.10.2021;CH0467182397;1.55;Banco Mercantil del Norte S.A, Cayman Islands Branch;11.10.2022;FC;BBB;250000000;71100;Rating change;;29.07.2019 10:56
;31.07.2019;CH0021908907;2.25;Schweizerische Eidgenossenschaft;06.07.2020;DG;AAA;4700870000;51100;Deletion;;29.07.2019 10:56
