Admission Date;Cancellation Date;ISIN;Coupon;Name;Maturity Date;Sector;Composite Rating;Issue Amount in CHF;Guarantee Type & Collateral;Comment;Capital increase/decrease;Updated on
02.08.2024;31.07.2029;CH1346743029;2.05;Mobimo Holding AG;01.07.2030;DN;BBB;150000000;71100;Admission;;31.07.2024 09:45
02.08.2024;31.07.2037;CH1346743011;1.85;WWZ AG;01.07.2038;DN;AA;100000000;71100;Admission;;31.07.2024 09:45
02.08.2024;30.07.2027;CH1346743060;1.75;Coop-Gruppe Genossenschaft;17.07.2028;DN;BBB;190000000;71100;Admission;;31.07.2024 09:45
02.08.2024;31.07.2031;CH1346743078;1.85;Coop-Gruppe Genossenschaft;16.07.2032;DN;BBB;300000000;71100;Admission;;31.07.2024 09:45
02.08.2024;31.07.2031;CH1353257939;1.625;Kraftwerke Oberhasli AG;16.07.2032;DN;A;160000000;71100;Admission;;31.07.2024 09:45
02.08.2024;31.07.2035;CH1346743094;1.6;Banca dello Stato del  Cantone Ticino;10.07.2036;DN;AA;200000000;59100;Admission;;31.07.2024 09:45
02.08.2024;30.11.2038;CH1361401727;1.3;Pfandbriefzentrale der schweizerischen Kantonalbanken;14.11.2039;DN;AAA;161000000;62100;Admission;;31.07.2024 09:45
02.08.2024;30.04.2032;CH1361401719;1.25;Pfandbriefzentrale der schweizerischen Kantonalbanken;19.04.2033;DN;AAA;187000000;62100;Admission;;31.07.2024 09:45
02.08.2024;30.07.2027;CH1346743136;1.7;AMAG Leasing AG;10.07.2028;DN;AAA;100000000;61100;Admission;;31.07.2024 09:45
02.08.2024;28.04.2028;CH1357852651;1.6925;Stadler Rail AG;12.07.2029;DN;BBB;100000000;71100;Admission;;31.07.2024 09:45
02.08.2024;31.07.2031;CH1357852669;1.995;Stadler Rail AG;12.07.2032;DN;BBB;100000000;71100;Admission;;31.07.2024 09:45
02.08.2024;31.07.2028;CH1357852693;1.65;Swiss Prime Site Finance AG;16.07.2029;DN;A;185000000;71100;Admission;;31.07.2024 09:45
02.08.2024;31.07.2028;CH1361401735;1.3;IWB Industrielle Werke Basel;13.07.2029;DN;AA;130000000;71100;Admission;;31.07.2024 09:45
02.08.2024;29.07.2033;CH1361401743;1.4;IWB Industrielle Werke Basel;13.07.2034;DN;AA;130000000;71100;Admission;;31.07.2024 09:45
02.08.2024;31.03.2033;CH1353257863;1.95;Helvetia Swiss Insurance Company Ltd;26.06.2034;DN;A;230000000;71100;Admission;;31.07.2024 09:45
