Admission Date;Cancellation Date;ISIN;Coupon;Name;Maturity Date;Sector;Composite Rating;Issue Amount in CHF;Guarantee Type & Collateral;Comment;Capital increase/decrease;Updated on
03.06.2024;31.05.2033;CH1325037039;1.5;Banca dello Stato del  Cantone Ticino;03.05.2034;DN;AA;170000000;59100;Admission;;03.06.2024 10:31
03.06.2024;29.05.2026;CH1325037047;1.9775;CA Auto Finance Suisse SA;14.05.2027;DN;BBB;125000000;71100;Admission;;03.06.2024 10:31
03.06.2024;30.05.2031;CH1337248988;2.1175;Raiffeisen Schweiz;14.05.2032;DN;A;150000000;71100;Admission;;03.06.2024 10:31
03.06.2024;30.09.2038;CH1319968694;1.45;Pfandbriefzentrale der schweizerischen Kantonalbanken;07.09.2039;DN;AAA;288000000;62100;Admission;;03.06.2024 10:31
03.06.2024;31.12.2032;CH1319968686;1.45;Pfandbriefzentrale der schweizerischen Kantonalbanken;07.12.2033;DN;AAA;394000000;62100;Admission;;03.06.2024 10:31
03.06.2024;31.05.2033;CH1346742856;2.1;Kantonsspital Aarau AG;15.05.2034;DN;AA;140000000;71100;Admission;;03.06.2024 10:31
03.06.2024;31.05.2033;CH1346742864;1.5;Banque Cantonale Neuchateloise;23.05.2034;DN;AA;125000000;59100;Admission;;03.06.2024 10:31
03.06.2024;30.11.2027;CH1344316745;1.375;Nestle AG;30.11.2028;DN;AA;200000000;71100;Admission;;03.06.2024 10:31
03.06.2024;31.05.2030;CH1344316752;1.5;Nestle AG;30.05.2031;DN;AA;225000000;71100;Admission;;03.06.2024 10:31
03.06.2024;31.05.2033;CH1344316760;1.625;Nestle AG;30.05.2034;DN;AA;480000000;71100;Admission;;03.06.2024 10:31
03.06.2024;31.05.2039;CH1344316778;1.75;Nestle AG;30.05.2040;DN;AA;330000000;71100;Admission;;03.06.2024 10:31
03.06.2024;30.05.2025;CH1348614046;1.8;Barry Callebaut AG;15.05.2026;DN;BBB;240000000;71100;Admission;;03.06.2024 10:31
03.06.2024;31.05.2029;CH1348614053;2.05;Barry Callebaut AG;17.05.2030;DN;BBB;270000000;71100;Admission;;03.06.2024 10:31
