Admission Date;Cancellation Date;ISIN;Coupon;Name;Maturity Date;Sector;Composite Rating;Issue Amount in CHF;Guarantee Type & Collateral;Comment;Capital increase/decrease;Updated on
01.02.2024;31.01.2033;CH1306117149;1.3;Stadt Zürich;26.01.2034;DN;AAA;100257000;59100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2046;CH1306117156;1.3;Stadt Zürich;26.01.2047;DN;AAA;100585000;59100;Admission;;31.01.2024 11:13
01.02.2024;31.03.2033;CH1310346239;1.625;Pfandbriefbank schweizerischer Hypothekarinstitute;15.03.2034;DN;AAA;380000000;62100;Admission;;31.01.2024 11:13
01.02.2024;31.12.2037;CH1310346247;1.625;Pfandbriefbank schweizerischer Hypothekarinstitute;21.12.2038;DN;AAA;185000000;62100;Admission;;31.01.2024 11:13
01.02.2024;31.10.2028;CH1305916889;2.215;Glencore Capital Finance DAC;18.01.2030;DN;BBB;150000000;71100;Admission;;31.01.2024 11:13
01.02.2024;29.01.2027;CH1314941423;1.95;Barry Callebaut AG;24.01.2028;DN;BBB;225000000;71100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2031;CH1314941431;2.3;Barry Callebaut AG;23.01.2032;DN;BBB;375000000;71100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2053;CH1306117180;1.45;Kanton Tessin;30.01.2054;DN;AA;100000000;59100;Admission;;31.01.2024 11:13
01.02.2024;30.01.2026;CH1321481462;1.5427;UBS Switzerland AG;22.01.2027;DN;AAA;180000000;62100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2033;CH1321481470;1.715;UBS Switzerland AG;24.01.2034;DN;AAA;270000000;62100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2028;CH1321481488;2.545;Bobst Group SA;31.01.2029;DN;BBB;200000000;71100;Admission;;31.01.2024 11:13
01.02.2024;31.07.2026;CH1314941381;2.125;Hypo Vorarlberg Bank AG;23.07.2027;FC;AAA;100000000;71100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2030;CH1305916913;1.35;Compagnie de financement foncier;24.01.2031;FC;AAA;150000000;61100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2031;CH1290870976;2.1225;BNP Paribas;12.01.2032;FC;AA;210000000;71100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2029;CH1305916905;1.8425;Credit Agricole SA;17.01.2030;FC;AA;150000000;71100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2031;CH1321113453;2.2225;Banque Fédérative du Crédit Mutuel;30.01.2032;FC;AA;310000000;71100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2028;CH1271007952;2.375;HYPO NOE Landesbank für Niederösterreich und Wien AG;26.01.2029;FC;A;100000000;71100;Admission;;31.01.2024 11:13
01.02.2024;30.01.2026;CH1300950032;2.445;Banco Santander-Chile;25.01.2027;FC;A;225000000;71100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2029;CH1321737780;2.245;Deutsche Bank AG;25.01.2030;FC;A;160000000;71100;Admission;;31.01.2024 11:13
01.02.2024;31.01.2028;CH1321481454;1.4825;The Toronto-Dominion Bank;30.01.2029;FC;AAA;265000000;62100;Admission;;31.01.2024 11:13
01.02.2024;29.05.2054;CH0344958472;0.5;Schweizerische Eidgenossenschaft;24.05.2055;DG;AAA;2713370000;51100;Capital increase;195650000;31.01.2024 11:13
01.02.2024;31.10.2047;CH0434678402;1.125;Pfandbriefbank schweizerischer Hypothekarinstitute;09.10.2048;DN;AAA;405000000;62100;Capital increase;155000000;31.01.2024 11:13
01.02.2024;30.10.2037;CH0440081567;1.5;Schweizerische Eidgenossenschaft;26.10.2038;DG;AAA;1945000000;51100;Capital increase;207600000;31.01.2024 11:13
;31.01.2024;CH0204811100;1.625;Swissgrid AG;30.01.2025;DN;AA;350000000;71100;Deletion;;31.01.2024 11:13
;31.01.2024;CH0284687404;0.5;Pfandbriefbank schweizerischer  Hypothekarinstitute;24.01.2025;DN;AAA;875000000;62100;Deletion;;31.01.2024 11:13
;31.01.2024;CH0266842704;1;Credit Agricole S.A., London Branch;27.01.2025;FC;AA;125000000;71100;Deletion;;31.01.2024 11:13
;31.01.2024;CH0398677689;0.732;Aroundtown SA;30.01.2025;FC;BBB;250000000;71100;Deletion;;31.01.2024 11:13
;31.01.2024;CH0457206750;0.45;ASB Bank Limited;30.01.2025;FC;A;200000000;71100;Deletion;;31.01.2024 11:13
;31.01.2024;CH0419040826;0.6;Canadian Imperial Bank of  Commerce;30.01.2025;FC;A;100000000;71100;Deletion;;31.01.2024 11:13
